ID,MobileNO,Day,Month,Year,Hour,Min,Sec,Location,Crowdedness
8205736,89102729,23,5,2020,16,41,31,134,2
6546792,88663180,6,5,2020,19,34,22,157,4
7324013,87188603,13,6,2020,11,20,5,37,3
6641411,88164070,15,5,2020,19,10,1,24,2
7575862,87986883,6,5,2020,14,7,47,96,5
7589183,89436715,25,5,2020,13,54,37,102,3
7883432,89612468,4,5,2020,23,39,21,18,2
8896863,90783725,2,5,2020,9,53,49,121,1
9150998,86168741,9,6,2020,15,6,13,156,5
8035829,82516577,5,6,2020,21,20,58,24,3
6901726,85115120,26,5,2020,22,10,20,40,4
8461534,85438917,6,6,2020,17,59,28,169,2
9243989,88979419,25,5,2020,20,2,7,142,3
7325353,89429379,19,6,2020,15,5,11,70,4
6646430,85432242,7,5,2020,16,2,1,134,1
7509125,89652779,22,5,2020,21,34,21,52,4
7693490,85534540,27,5,2020,15,17,4,27,2
7435685,89838247,23,6,2020,18,4,25,100,5
8777648,83271986,3,5,2020,11,39,46,156,2
7513855,87004772,28,5,2020,20,2,11,24,1
6617211,89096301,23,5,2020,13,45,24,168,3
6513812,89815226,11,6,2020,9,11,34,101,4
8999870,86352795,4,5,2020,17,41,57,124,4
8812857,85654683,5,6,2020,9,28,14,27,5
8308656,90432614,27,5,2020,17,57,47,19,5
9103670,89070733,8,5,2020,12,39,8,41,5
8298634,90822489,24,6,2020,22,17,52,19,1
6692909,88639154,17,5,2020,22,5,59,14,3
7864456,83131862,13,6,2020,14,53,5,64,3
9320777,85512370,24,5,2020,21,30,39,123,3
7259914,88940894,2,5,2020,15,33,14,125,2
8683202,89545063,27,5,2020,12,30,54,167,1
6881148,85027994,8,6,2020,23,50,44,51,4
8963941,88830287,7,5,2020,13,45,39,99,3
7523950,82714314,4,6,2020,9,19,58,48,2
7464049,84948146,28,5,2020,21,23,32,63,5
7324496,82510406,28,5,2020,15,59,17,164,4
7600613,84496669,28,6,2020,12,0,40,28,2
8601264,87500627,22,6,2020,20,21,25,2,4
7979029,88447046,7,6,2020,13,34,1,2,5
7665802,84104783,1,6,2020,14,28,49,127,1
8595465,81462564,12,5,2020,15,44,44,2,5
6674342,84087905,13,5,2020,10,18,12,37,1
9056584,90306868,12,6,2020,23,18,54,138,4
6613068,88373646,17,5,2020,13,30,49,81,1
7788460,83241720,18,6,2020,13,32,30,32,5
8684609,88036404,15,6,2020,20,46,58,30,2
7497946,90665932,3,5,2020,12,13,30,85,4
8377040,83927318,18,5,2020,19,39,0,113,3
7777049,90691576,28,5,2020,11,45,47,51,2
7951483,88683283,13,5,2020,18,10,45,67,3
9014651,81736153,11,6,2020,16,29,13,119,2
6959898,85029409,3,5,2020,9,30,37,16,5
8455793,85521019,25,5,2020,22,47,31,7,1
6552280,84600915,26,6,2020,20,51,38,153,1
7275688,81506329,6,5,2020,17,50,42,140,3
6582755,85924370,25,6,2020,12,26,46,24,3
7601197,89084415,20,6,2020,15,33,27,79,4
7738536,91129089,27,5,2020,10,52,54,132,4
6839921,89819473,17,5,2020,21,3,53,155,4
7042433,88086885,21,6,2020,23,48,1,150,1
9387201,90279026,9,6,2020,14,36,44,133,5
7328517,90613628,18,6,2020,18,18,17,54,4
6998317,81708588,1,5,2020,11,22,36,75,5
7924633,90025149,13,5,2020,9,31,44,32,2
8780003,89881773,28,6,2020,17,55,25,115,3
7241988,86971894,7,5,2020,12,47,8,135,2
8441878,84185579,16,6,2020,10,43,34,39,2
7477022,89139662,27,5,2020,9,16,17,108,2
8809821,81997264,12,6,2020,13,7,45,66,5
7549415,85786858,21,6,2020,10,24,0,37,1
8435754,90891148,8,5,2020,9,29,57,100,4
6686918,89274112,2,5,2020,18,32,31,72,2
9388417,82820993,4,6,2020,13,12,44,135,5
8998540,89452912,24,5,2020,21,34,8,167,5
6764900,83565519,13,5,2020,19,0,35,142,2
7797445,84152130,27,5,2020,12,37,55,64,3
8864682,89189292,25,5,2020,23,22,34,77,4
8011605,95533988,13,5,2020,22,28,17,93,3
7704276,97049861,10,6,2020,20,54,44,126,1
7806846,96452188,23,5,2020,11,48,39,111,4
7249581,97342888,27,6,2020,23,48,33,107,2
7714384,97418463,3,6,2020,21,42,50,67,1
7815465,96349065,21,6,2020,21,59,6,129,2
9000916,95108163,3,6,2020,20,46,40,57,5
7030836,95120727,6,6,2020,19,43,14,32,3
9210882,97066161,26,6,2020,14,32,26,66,1
8725009,96534042,2,5,2020,20,47,6,8,4
7932044,97355044,17,6,2020,17,46,18,145,1
6520814,96906208,19,6,2020,10,58,8,139,5
7692087,95934907,4,5,2020,14,23,1,165,2
8194712,96300922,10,6,2020,11,8,38,99,2
7811660,97493653,26,5,2020,17,54,2,172,2
7223225,95953071,22,5,2020,11,21,0,71,4
7561599,95206875,21,6,2020,21,59,55,122,2
8766081,95951863,11,5,2020,10,3,39,13,4
6817591,95314517,9,5,2020,11,29,9,98,5
8342995,95850197,24,6,2020,22,16,43,130,5
7811660,93079538,1,6,2020,16,44,4,18,5
7223225,93811309,22,6,2020,10,31,53,131,4
7561599,93066423,18,6,2020,13,54,25,145,4
8766081,93208742,3,5,2020,16,1,36,138,3
6817591,93005604,25,5,2020,21,42,39,4,5
8342995,93694916,5,6,2020,21,0,42,108,5
7811660,98642868,10,5,2020,21,31,30,79,2
7223225,98245743,2,6,2020,20,15,51,59,3
7561599,98073134,18,5,2020,14,17,28,79,1
8766081,98717502,15,6,2020,20,6,44,148,2
8011605,89641065,11,6,2020,12,53,25,138,4
7704276,82358904,13,5,2020,11,43,41,78,5
7806846,88659920,1,6,2020,19,37,3,64,5
7249581,82513299,14,5,2020,21,17,16,152,1
7714384,87275425,10,5,2020,19,49,59,143,3
7815465,84002054,9,5,2020,17,24,22,45,1
9000916,84693045,7,6,2020,17,19,45,171,5
7030836,81879877,7,5,2020,20,8,27,22,1
9210882,81522949,21,5,2020,16,22,36,17,4
8725009,89032684,18,6,2020,18,17,36,89,4
7932044,87401429,9,6,2020,23,59,14,15,3
6520814,81659929,23,6,2020,13,36,42,108,1
7692087,88576527,25,6,2020,12,59,10,117,3
8194712,85804088,12,6,2020,22,58,27,127,5
7811660,85720570,25,6,2020,16,25,43,144,1
7223225,86147694,7,6,2020,13,47,16,142,4
7561599,84369209,12,5,2020,18,37,12,74,3
8766081,85105002,6,6,2020,21,47,34,58,3
6817591,87936258,7,6,2020,20,47,0,172,1
8342995,88031508,16,5,2020,16,58,30,20,4
7629734,84393772,25,6,2020,14,45,6,10,3
8205736,89102729,28,5,2020,23,12,1,58,5
6546792,88663180,26,5,2020,15,24,7,35,1
7324013,87188603,27,5,2020,15,11,20,156,2
6641411,88164070,5,5,2020,12,15,57,78,2
7575862,87986883,5,6,2020,14,55,55,148,5
7589183,89436715,7,5,2020,17,49,23,73,5
7883432,89612468,12,6,2020,11,42,31,30,5
8896863,90783725,8,5,2020,22,36,5,25,3
9150998,86168741,19,5,2020,13,12,52,145,2
8035829,82516577,20,5,2020,11,33,5,97,1
6901726,85115120,9,6,2020,15,52,53,18,5
8461534,85438917,20,5,2020,14,31,53,160,2
9243989,88979419,26,5,2020,18,44,25,31,2
7325353,89429379,27,5,2020,13,15,14,161,5
6646430,85432242,22,6,2020,17,33,51,85,2
7509125,89652779,15,6,2020,20,32,7,93,4
7693490,85534540,12,6,2020,14,29,56,90,3
7435685,89838247,2,6,2020,19,49,2,142,2
8777648,83271986,8,6,2020,21,14,16,49,5
7513855,87004772,26,5,2020,20,0,28,162,3
6617211,89096301,26,5,2020,19,17,9,162,4
6513812,89815226,23,6,2020,10,49,30,63,2
8999870,86352795,11,5,2020,17,2,40,58,5
8812857,85654683,9,5,2020,16,32,14,151,4
8308656,90432614,15,5,2020,21,7,25,9,4
9103670,89070733,1,6,2020,16,15,28,113,2
8298634,90822489,14,6,2020,21,48,2,167,2
6692909,88639154,11,5,2020,23,49,41,94,4
7864456,83131862,15,5,2020,9,36,59,22,3
9320777,85512370,6,6,2020,22,11,53,74,4
7259914,88940894,25,6,2020,21,25,16,128,4
8683202,89545063,10,5,2020,12,41,54,37,2
6881148,85027994,5,5,2020,18,3,10,112,3
8963941,88830287,4,5,2020,18,6,55,4,2
7523950,82714314,8,5,2020,16,3,56,40,4
7464049,84948146,15,5,2020,23,23,26,165,3
7324496,82510406,19,6,2020,19,40,35,82,3
7600613,84496669,23,5,2020,20,27,52,5,4
8601264,87500627,16,6,2020,13,26,50,42,3
7979029,88447046,20,6,2020,20,50,48,62,4
7665802,84104783,20,6,2020,18,27,1,127,3
8595465,81462564,4,6,2020,19,12,56,46,4
6674342,84087905,14,6,2020,10,59,11,40,2
9056584,90306868,13,6,2020,19,21,23,163,1
6613068,88373646,12,5,2020,19,5,58,153,3
7788460,83241720,16,6,2020,16,48,50,96,4
8684609,88036404,23,6,2020,16,3,46,86,4
7497946,90665932,4,6,2020,16,0,45,37,1
8377040,83927318,3,5,2020,15,2,47,48,2
7777049,90691576,16,6,2020,17,15,23,105,3
7951483,88683283,17,6,2020,16,53,10,104,2
9014651,81736153,5,5,2020,18,40,45,31,1
6959898,85029409,24,6,2020,12,36,41,4,3
8455793,85521019,23,5,2020,10,15,50,108,3
6552280,84600915,12,5,2020,23,11,52,67,2
7275688,81506329,19,6,2020,20,35,16,88,1
6582755,85924370,16,5,2020,21,3,25,111,1
7601197,89084415,11,5,2020,13,52,37,149,2
7738536,91129089,1,6,2020,11,46,47,1,5
6839921,89819473,18,6,2020,17,10,59,96,5
7042433,88086885,1,5,2020,16,24,12,59,4
9387201,90279026,20,5,2020,12,57,16,8,5
7328517,90613628,28,5,2020,11,40,48,100,1
6998317,81708588,1,5,2020,20,17,45,10,4
7924633,90025149,28,5,2020,14,59,22,77,5
8780003,89881773,15,6,2020,11,2,57,67,3
7241988,86971894,14,6,2020,20,22,7,4,3
8441878,84185579,24,6,2020,21,17,51,141,1
7477022,89139662,24,5,2020,21,14,53,30,1
8809821,81997264,8,6,2020,13,57,39,52,4
7549415,85786858,14,6,2020,23,54,12,171,1
8435754,90891148,25,5,2020,22,14,12,44,1
6686918,89274112,11,5,2020,18,1,21,77,2
9388417,82820993,11,6,2020,11,24,18,142,3
8998540,89452912,13,5,2020,10,0,25,79,2
6764900,83565519,17,5,2020,21,30,48,166,3
7797445,84152130,13,5,2020,16,50,4,58,4
8864682,89189292,14,6,2020,12,50,46,73,4
8011605,95533988,9,5,2020,14,30,10,118,5
7704276,97049861,23,5,2020,21,10,59,105,3
7806846,96452188,22,5,2020,21,48,29,118,4
7249581,97342888,25,5,2020,22,35,29,170,5
7714384,97418463,10,6,2020,15,21,15,98,1
7815465,96349065,4,6,2020,19,25,59,77,4
9000916,95108163,13,5,2020,18,37,17,108,5
7030836,95120727,5,5,2020,21,51,2,93,1
9210882,97066161,4,6,2020,22,29,19,102,4
8725009,96534042,4,6,2020,16,50,31,158,2
7932044,97355044,25,6,2020,21,24,48,5,1
6520814,96906208,1,5,2020,23,31,0,50,5
7692087,95934907,18,6,2020,23,29,27,148,3
8194712,96300922,27,5,2020,22,31,26,81,1
7811660,97493653,20,6,2020,10,35,23,14,5
7223225,95953071,22,6,2020,10,9,59,128,1
7561599,95206875,1,5,2020,22,11,16,37,5
8766081,95951863,8,6,2020,18,34,45,115,2
6817591,95314517,19,5,2020,21,30,13,26,4
8342995,95850197,20,5,2020,9,27,22,49,1
7811660,93079538,12,6,2020,10,4,17,29,4
7223225,93811309,23,6,2020,22,55,17,122,5
7561599,93066423,4,5,2020,14,36,1,14,2
8766081,93208742,6,5,2020,10,23,33,95,3
6817591,93005604,15,6,2020,21,53,45,101,2
8342995,93694916,24,5,2020,18,24,1,8,1
7811660,98642868,22,6,2020,12,13,53,33,1
7223225,98245743,8,5,2020,15,7,26,50,1
7561599,98073134,25,5,2020,21,47,41,116,4
8766081,98717502,26,5,2020,23,30,38,56,5
8011605,89641065,25,6,2020,20,48,50,11,2
7704276,82358904,26,6,2020,18,52,41,88,3
7806846,88659920,18,5,2020,18,34,57,50,3
7249581,82513299,25,6,2020,19,31,35,72,4
7714384,87275425,28,5,2020,18,25,50,48,1
7815465,84002054,28,6,2020,12,43,0,136,2
9000916,84693045,3,6,2020,19,7,50,14,3
7030836,81879877,4,5,2020,13,43,17,92,3
9210882,81522949,10,6,2020,11,43,33,36,2
8725009,89032684,10,6,2020,17,46,45,92,1
7932044,87401429,26,6,2020,20,43,48,105,4
6520814,81659929,25,6,2020,21,33,41,171,4
7692087,88576527,15,5,2020,19,49,33,78,2
8194712,85804088,7,5,2020,19,20,14,155,4
7811660,85720570,2,6,2020,21,3,43,169,4
7223225,86147694,9,6,2020,20,45,15,11,4
7561599,84369209,5,6,2020,14,25,22,170,2
8766081,85105002,26,5,2020,22,57,38,44,5
6817591,87936258,9,5,2020,22,19,16,145,2
8342995,88031508,5,6,2020,14,9,28,66,3
7629734,84393772,2,5,2020,20,23,18,55,3
8205736,89102729,14,6,2020,12,17,1,93,1
6546792,88663180,8,5,2020,16,33,24,140,4
7324013,87188603,14,6,2020,20,12,20,107,1
6641411,88164070,9,6,2020,14,28,38,107,1
7575862,87986883,4,5,2020,11,17,51,111,1
7589183,89436715,1,5,2020,9,30,7,35,5
7883432,89612468,19,6,2020,11,35,40,53,4
8896863,90783725,8,6,2020,18,29,46,135,2
9150998,86168741,21,5,2020,12,16,22,38,2
8035829,82516577,14,6,2020,13,3,10,67,4
6901726,85115120,28,5,2020,18,14,7,7,4
8461534,85438917,4,6,2020,12,28,43,59,5
9243989,88979419,25,6,2020,19,44,28,9,5
7325353,89429379,14,5,2020,9,6,1,147,1
6646430,85432242,25,6,2020,10,28,16,70,4
7509125,89652779,18,6,2020,12,30,41,69,1
7693490,85534540,8,5,2020,14,21,30,151,3
7435685,89838247,20,6,2020,16,11,55,130,4
8777648,83271986,20,5,2020,15,6,31,114,2
7513855,87004772,2,5,2020,16,13,39,12,2
6617211,89096301,18,6,2020,10,42,32,42,5
6513812,89815226,17,6,2020,18,34,53,12,1
8999870,86352795,21,5,2020,19,56,15,154,4
8812857,85654683,2,5,2020,15,13,37,67,1
8308656,90432614,4,5,2020,18,22,1,25,5
9103670,89070733,27,6,2020,19,28,42,118,3
8298634,90822489,26,5,2020,20,47,46,135,3
6692909,88639154,20,5,2020,14,31,53,81,2
7864456,83131862,18,6,2020,15,49,20,74,3
9320777,85512370,21,5,2020,19,23,22,68,4
7259914,88940894,13,5,2020,19,48,48,10,4
8683202,89545063,8,5,2020,18,30,21,1,5
6881148,85027994,23,5,2020,21,42,58,140,1
8963941,88830287,13,6,2020,13,20,34,30,1
7523950,82714314,21,5,2020,10,0,3,83,5
7464049,84948146,21,5,2020,23,40,12,118,2
7324496,82510406,25,6,2020,15,46,54,145,5
7600613,84496669,24,6,2020,19,31,19,143,4
8601264,87500627,19,6,2020,15,54,9,3,1
7979029,88447046,2,6,2020,15,15,21,60,2
7665802,84104783,7,6,2020,21,23,27,8,1
8595465,81462564,11,5,2020,23,24,58,155,1
6674342,84087905,17,6,2020,16,10,6,39,2
9056584,90306868,22,5,2020,9,16,53,51,5
6613068,88373646,22,5,2020,9,32,35,163,4
7788460,83241720,20,6,2020,20,1,24,2,5
8684609,88036404,23,5,2020,19,45,51,107,2
7497946,90665932,6,5,2020,23,31,41,93,1
8377040,83927318,24,5,2020,11,54,46,163,4
7777049,90691576,14,6,2020,19,43,5,169,4
7951483,88683283,21,6,2020,9,18,3,134,2
9014651,81736153,17,6,2020,10,46,17,17,3
6959898,85029409,2,6,2020,11,59,31,114,1
8455793,85521019,13,6,2020,21,24,36,63,3
6552280,84600915,13,6,2020,22,53,19,76,3
7275688,81506329,20,6,2020,14,33,38,126,1
6582755,85924370,13,6,2020,16,58,56,165,2
7601197,89084415,21,6,2020,10,5,41,16,1
7738536,91129089,19,6,2020,10,18,30,52,4
6839921,89819473,1,6,2020,23,1,12,146,5
7042433,88086885,3,5,2020,21,56,10,117,5
9387201,90279026,14,5,2020,15,56,24,14,3
7328517,90613628,14,6,2020,13,34,24,122,1
6998317,81708588,3,5,2020,11,33,16,156,5
7924633,90025149,16,5,2020,19,42,7,146,5
8780003,89881773,16,6,2020,22,18,13,127,4
7241988,86971894,13,5,2020,10,7,22,57,4
8441878,84185579,20,5,2020,15,38,32,80,5
7477022,89139662,23,5,2020,10,16,21,79,3
8809821,81997264,27,6,2020,16,45,24,88,1
7549415,85786858,15,6,2020,18,1,0,50,4
8435754,90891148,8,5,2020,18,23,30,16,3
6686918,89274112,5,6,2020,23,39,52,114,3
9388417,82820993,19,6,2020,10,37,31,14,1
8998540,89452912,18,5,2020,17,39,44,159,4
6764900,83565519,17,5,2020,19,50,20,155,4
7797445,84152130,5,5,2020,15,16,40,74,4
8864682,89189292,2,6,2020,15,57,25,44,3
8011605,95533988,11,6,2020,21,10,17,15,5
7704276,97049861,10,6,2020,10,37,42,168,1
7806846,96452188,21,5,2020,12,2,50,118,4
7249581,97342888,2,6,2020,19,49,6,109,1
7714384,97418463,4,5,2020,15,23,52,31,2
7815465,96349065,1,5,2020,12,16,29,90,3
9000916,95108163,26,5,2020,16,33,12,101,3
7030836,95120727,16,5,2020,20,59,51,71,1
9210882,97066161,8,5,2020,11,58,43,119,5
8725009,96534042,18,5,2020,22,31,36,94,2
7932044,97355044,21,5,2020,15,39,53,160,3
6520814,96906208,13,6,2020,11,25,32,153,4
7692087,95934907,28,5,2020,17,44,15,122,1
8194712,96300922,26,5,2020,13,22,56,140,3
7811660,97493653,12,5,2020,9,16,22,23,1
7223225,95953071,15,6,2020,18,34,27,29,1
7561599,95206875,19,6,2020,13,10,26,88,5
8766081,95951863,7,5,2020,14,45,39,167,1
6817591,95314517,1,6,2020,15,13,41,101,1
8342995,95850197,27,6,2020,13,54,46,34,5
7811660,93079538,14,6,2020,19,2,37,65,2
7223225,93811309,15,6,2020,10,31,31,119,2
7561599,93066423,5,6,2020,9,55,5,162,4
8766081,93208742,21,6,2020,10,6,5,151,3
6817591,93005604,22,6,2020,22,38,39,21,1
8342995,93694916,7,6,2020,20,38,31,118,4
7811660,98642868,10,5,2020,15,52,59,25,5
7223225,98245743,23,6,2020,18,4,17,119,4
7561599,98073134,9,6,2020,21,43,22,120,3
8766081,98717502,21,6,2020,14,26,33,30,4
8011605,89641065,22,6,2020,12,58,14,60,4
7704276,82358904,1,5,2020,11,59,28,117,1
7806846,88659920,22,6,2020,10,57,18,131,3
7249581,82513299,20,6,2020,18,39,41,167,3
7714384,87275425,24,5,2020,15,28,6,68,1
7815465,84002054,5,6,2020,22,34,34,97,1
9000916,84693045,9,5,2020,22,5,36,80,4
7030836,81879877,9,5,2020,13,58,41,49,3
9210882,81522949,11,5,2020,15,12,44,100,2
8725009,89032684,9,5,2020,12,26,5,170,1
7932044,87401429,18,5,2020,22,35,53,80,1
6520814,81659929,6,6,2020,19,23,55,110,3
7692087,88576527,23,6,2020,18,27,27,74,5
8194712,85804088,26,5,2020,13,50,3,139,1
7811660,85720570,11,6,2020,9,33,25,112,2
7223225,86147694,7,6,2020,17,43,3,24,1
7561599,84369209,24,6,2020,11,48,26,7,4
8766081,85105002,10,6,2020,15,53,12,145,1
6817591,87936258,15,5,2020,10,45,31,164,2
8342995,88031508,11,5,2020,19,54,29,151,1
7629734,84393772,3,5,2020,22,9,56,104,2
8205736,89102729,16,6,2020,18,22,17,103,4
6546792,88663180,11,5,2020,18,42,26,51,5
7324013,87188603,19,5,2020,14,59,38,22,4
6641411,88164070,25,5,2020,21,7,33,26,2
7575862,87986883,27,5,2020,19,4,14,139,3
7589183,89436715,10,6,2020,12,19,39,164,3
7883432,89612468,17,6,2020,15,40,44,134,2
8896863,90783725,16,6,2020,18,31,48,116,2
9150998,86168741,2,6,2020,19,18,49,85,1
8035829,82516577,9,6,2020,23,13,11,144,3
6901726,85115120,13,5,2020,9,28,17,86,4
8461534,85438917,18,6,2020,10,28,19,139,5
9243989,88979419,17,5,2020,16,2,16,42,2
7325353,89429379,4,6,2020,16,26,20,38,1
6646430,85432242,7,6,2020,21,52,3,55,5
7509125,89652779,23,6,2020,14,11,39,77,2
7693490,85534540,7,6,2020,20,55,55,137,2
7435685,89838247,9,6,2020,22,28,27,164,2
8777648,83271986,15,5,2020,22,56,12,127,5
7513855,87004772,16,6,2020,9,51,34,104,1
6617211,89096301,11,6,2020,19,3,31,123,1
6513812,89815226,18,6,2020,15,33,51,4,1
8999870,86352795,17,5,2020,12,8,9,46,1
8812857,85654683,9,5,2020,14,47,30,167,4
8308656,90432614,28,5,2020,15,44,27,65,1
9103670,89070733,1,6,2020,20,43,35,166,4
8298634,90822489,7,6,2020,10,53,27,128,2
6692909,88639154,13,6,2020,21,13,57,159,2
7864456,83131862,3,5,2020,17,41,15,140,5
9320777,85512370,4,6,2020,12,23,47,105,4
7259914,88940894,22,5,2020,11,52,51,155,2
8683202,89545063,22,5,2020,19,23,42,59,2
6881148,85027994,24,5,2020,15,22,6,85,3
8963941,88830287,24,6,2020,14,41,22,14,4
7523950,82714314,19,6,2020,23,58,31,166,2
7464049,84948146,20,6,2020,17,27,38,14,2
7324496,82510406,23,6,2020,20,16,31,110,3
7600613,84496669,23,5,2020,11,42,4,152,3
8601264,87500627,8,5,2020,22,23,9,25,3
7979029,88447046,3,6,2020,17,26,50,88,1
7665802,84104783,13,6,2020,16,5,14,49,2
8595465,81462564,20,5,2020,13,42,44,123,5
6674342,84087905,19,5,2020,14,0,34,110,2
9056584,90306868,25,5,2020,21,24,36,118,2
6613068,88373646,20,6,2020,21,29,38,152,4
7788460,83241720,11,6,2020,10,43,30,57,5
8684609,88036404,23,6,2020,12,13,27,85,3
7497946,90665932,10,6,2020,22,36,24,61,4
8377040,83927318,14,6,2020,23,15,27,82,4
7777049,90691576,25,5,2020,14,8,42,31,3
7951483,88683283,3,6,2020,16,39,39,147,3
9014651,81736153,25,6,2020,12,33,16,148,2
6959898,85029409,28,5,2020,18,14,56,144,5
8455793,85521019,18,6,2020,18,13,15,118,4
6552280,84600915,3,5,2020,23,45,48,68,2
7275688,81506329,8,5,2020,15,37,8,129,1
6582755,85924370,16,6,2020,19,42,40,92,4
7601197,89084415,25,5,2020,10,34,10,93,5
7738536,91129089,8,6,2020,14,51,23,87,4
6839921,89819473,13,6,2020,22,32,34,33,4
7042433,88086885,1,6,2020,16,7,3,126,1
9387201,90279026,21,5,2020,13,32,53,84,4
7328517,90613628,21,5,2020,9,10,44,113,1
6998317,81708588,28,5,2020,19,22,58,6,1
7924633,90025149,23,5,2020,20,56,26,56,5
8780003,89881773,2,5,2020,22,30,1,43,3
7241988,86971894,26,5,2020,16,22,44,154,3
8441878,84185579,4,5,2020,15,51,6,172,4
7477022,89139662,15,6,2020,22,2,7,137,3
8809821,81997264,1,6,2020,19,12,3,136,4
7549415,85786858,2,6,2020,23,43,22,47,4
8435754,90891148,12,5,2020,14,52,50,77,1
6686918,89274112,5,6,2020,14,26,31,117,5
9388417,82820993,28,5,2020,13,39,31,167,3
8998540,89452912,24,6,2020,17,34,3,155,5
6764900,83565519,4,5,2020,19,58,50,115,2
7797445,84152130,16,5,2020,12,15,39,167,3
8864682,89189292,8,6,2020,22,27,46,154,3
8011605,89641065,21,6,2020,23,27,40,161,5
7704276,82358904,1,6,2020,19,18,38,156,3
7806846,88659920,10,5,2020,19,8,46,28,2
7249581,82513299,28,5,2020,23,37,0,167,3
7714384,87275425,13,6,2020,10,52,34,2,4
7815465,84002054,11,6,2020,17,33,39,25,4
9000916,84693045,20,5,2020,18,0,43,33,2
7030836,81879877,28,5,2020,23,21,40,17,2
9210882,81522949,19,6,2020,14,13,38,72,3
8725009,89032684,4,6,2020,20,26,22,151,1
7932044,87401429,26,5,2020,11,56,52,134,4
6520814,81659929,24,5,2020,19,13,31,18,4
7692087,88576527,22,5,2020,21,57,20,74,1
8194712,85804088,13,5,2020,17,9,57,160,2
7811660,85720570,16,6,2020,11,29,38,37,3
7223225,86147694,12,6,2020,12,15,18,142,2
7561599,84369209,17,6,2020,18,32,38,6,1
8766081,85105002,6,5,2020,11,23,42,51,5
6817591,87936258,12,5,2020,15,41,13,95,1
8342995,88031508,17,6,2020,12,22,58,1,4
7629734,84393772,7,5,2020,18,54,2,145,4
8205736,89102729,3,5,2020,17,28,27,96,5
6546792,88663180,12,5,2020,17,25,39,34,2
7324013,87188603,1,5,2020,15,17,57,38,2
6641411,88164070,5,5,2020,17,1,28,172,4
7575862,87986883,5,5,2020,20,52,28,131,2
7589183,89436715,8,5,2020,14,23,51,157,4
7883432,89612468,10,5,2020,22,37,7,9,1
8896863,90783725,10,5,2020,18,49,6,19,4
9150998,86168741,1,6,2020,22,12,37,106,2
8035829,82516577,3,5,2020,19,57,54,108,4
6901726,85115120,26,5,2020,11,26,17,131,4
8461534,85438917,19,6,2020,16,23,48,132,4
9243989,88979419,25,5,2020,14,21,21,165,4
7325353,89429379,8,6,2020,20,50,59,19,2
6646430,85432242,26,6,2020,19,9,44,57,1
7509125,89652779,17,5,2020,11,16,7,123,3
7693490,85534540,15,6,2020,10,58,4,172,3
7435685,89838247,12,5,2020,18,48,26,96,2
8777648,83271986,15,5,2020,20,24,41,67,1
7513855,87004772,9,6,2020,13,23,41,104,5
6617211,89096301,12,5,2020,22,54,50,102,1
6513812,89815226,9,6,2020,22,58,50,34,1
8999870,86352795,20,6,2020,16,8,58,77,4
8812857,85654683,19,5,2020,20,40,9,126,2
8308656,90432614,1,5,2020,17,57,19,147,3
9103670,89070733,8,6,2020,13,42,49,102,3
8298634,90822489,5,6,2020,18,42,41,123,4
6692909,88639154,14,6,2020,20,52,9,140,1
7864456,83131862,22,5,2020,14,22,0,143,5
9320777,85512370,21,5,2020,23,10,58,63,5
7259914,88940894,23,6,2020,17,16,10,52,5
8683202,89545063,22,6,2020,16,31,59,168,5
6881148,85027994,24,6,2020,19,19,2,49,1
8963941,88830287,25,6,2020,16,33,37,113,3
7523950,82714314,18,6,2020,23,22,28,101,4
7464049,84948146,13,6,2020,13,10,0,149,1
7324496,82510406,8,5,2020,19,56,23,123,4
7600613,84496669,28,5,2020,15,10,55,117,4
8601264,87500627,10,6,2020,15,45,52,34,4
7979029,88447046,6,5,2020,17,24,28,46,2
7665802,84104783,6,5,2020,20,39,27,167,5
8595465,81462564,9,5,2020,21,42,36,30,4
6674342,84087905,11,5,2020,18,34,36,7,5
9056584,90306868,26,6,2020,23,49,55,169,1
6613068,88373646,7,5,2020,17,24,17,66,4
7788460,83241720,15,6,2020,10,44,32,11,5
8684609,88036404,5,6,2020,18,59,24,161,2
7497946,90665932,18,6,2020,19,56,20,142,3
8377040,83927318,11,5,2020,10,4,28,137,1
7777049,90691576,9,5,2020,9,15,59,97,2
7951483,88683283,26,5,2020,22,25,1,164,5
9014651,81736153,5,6,2020,19,36,42,33,3
6959898,85029409,9,6,2020,19,4,31,144,4
8455793,85521019,15,6,2020,12,33,11,97,4
6552280,84600915,28,6,2020,9,41,45,148,3
7275688,81506329,23,5,2020,12,14,49,4,5
6582755,85924370,5,6,2020,11,3,2,160,1
7601197,89084415,20,6,2020,20,12,21,50,4
7738536,91129089,6,5,2020,13,26,48,1,2
6839921,89819473,13,5,2020,11,29,47,35,4
7042433,88086885,26,6,2020,10,33,40,9,4
9387201,90279026,25,6,2020,22,5,51,138,3
7328517,90613628,11,5,2020,15,41,45,99,1
6998317,81708588,5,5,2020,18,35,45,27,3
7924633,90025149,15,6,2020,13,25,20,143,3
8780003,89881773,27,6,2020,23,31,42,49,2
7241988,86971894,4,5,2020,22,40,36,144,5
8441878,84185579,12,5,2020,17,40,27,45,5
7477022,89139662,28,6,2020,18,18,49,161,5
8809821,81997264,14,6,2020,19,16,54,8,1
7549415,85786858,25,6,2020,23,18,2,26,5
8435754,90891148,15,6,2020,16,16,24,16,5
